zone_level,zone_code,zone_name,web_supercategory,web_category,display_label,n_locales,n_events,event_rate,duration_median_months,survival_12m,survival_24m,supported_for_stats,confidence_tier,rank_within_zone_24m
district,3.0,Retiro,Alimentacion,Supermercado y conveniencia,Supermercado,32,4,0.125,135.0,1.0,1.0,False,low,7
district,3.0,Retiro,Hosteleria,Catering y colectividades,Comedor colectivo,30,1,0.03333333333333333,123.0,1.0,1.0,False,low,8
district,3.0,Retiro,Educacion,Formacion,Educacion y formacion,29,0,0.0,135.0,1.0,1.0,False,low,9
district,3.0,Retiro,Retail especializado,Conveniencia,Bazar y precio unico,28,5,0.17857142857142858,135.0,1.0,1.0,False,low,10
district,3.0,Retiro,Retail especializado,Hogar y decoracion,Muebles,27,6,0.2222222222222222,135.0,1.0,1.0,False,low,11
district,3.0,Retiro,Retail especializado,Conveniencia,Estanco,26,3,0.11538461538461539,135.0,1.0,1.0,False,low,12
district,3.0,Retiro,Alimentacion,Alimentacion fresca,Pescaderia,26,3,0.11538461538461539,135.0,1.0,1.0,False,low,13
district,3.0,Retiro,Salud y bienestar,Salud retail,Optica,25,3,0.12,135.0,1.0,1.0,False,low,14
district,3.0,Retiro,Retail especializado,Hogar y decoracion,Textil hogar,25,2,0.08,135.0,1.0,1.0,False,low,15
district,3.0,Retiro,Alimentacion,Alimentacion fresca,Carniceria,20,2,0.1,135.0,1.0,1.0,False,low,16
district,3.0,Retiro,Belleza y cuidado personal,Cosmetica y perfumeria,Perfumeria y cosmetica,20,7,0.35,135.0,1.0,1.0,False,low,17
district,3.0,Retiro,Servicios,Servicios profesionales,Arquitectura e ingenieria,19,5,0.2631578947368421,135.0,1.0,1.0,False,low,18
district,3.0,Retiro,Servicios,Servicios personales,Arreglo de ropa,19,3,0.15789473684210525,135.0,1.0,1.0,False,low,19
district,3.0,Retiro,Retail especializado,Hogar y regalos,Floristeria,19,4,0.21052631578947367,135.0,1.0,1.0,False,low,20
district,3.0,Retiro,Alimentacion,Especialistas alimentacion,Frutos secos y encurtidos,19,0,0.0,135.0,1.0,1.0,False,low,21
district,3.0,Retiro,Servicios,Servicios personales,Reparacion especializada,19,2,0.10526315789473684,135.0,1.0,1.0,False,low,22
district,3.0,Retiro,Educacion,Educacion infantil,Escuela infantil,18,1,0.05555555555555555,135.0,1.0,1.0,False,low,23
district,3.0,Retiro,Deporte y ocio,Fitness y deporte,Gimnasio,18,0,0.0,135.0,1.0,1.0,False,low,24
district,3.0,Retiro,Salud y bienestar,Salud retail,Salud retail,18,1,0.05555555555555555,135.0,1.0,1.0,False,low,25
district,3.0,Retiro,Salud y bienestar,Clinicas y consultas,Clinica dental,17,1,0.058823529411764705,135.0,1.0,1.0,False,low,26
district,3.0,Retiro,Automocion,Venta y recambios,Venta de coches nuevos,16,2,0.125,135.0,1.0,1.0,False,low,27
district,3.0,Retiro,Hosteleria,Bar y cafeteria,Bar especial,15,1,0.06666666666666667,135.0,1.0,1.0,False,low,28
district,3.0,Retiro,Servicios,Servicios personales,Reparacion de calzado,15,1,0.06666666666666667,135.0,1.0,1.0,False,low,29
district,3.0,Retiro,Retail especializado,Cultura y ocio,Deporte,14,1,0.07142857142857142,135.0,1.0,1.0,False,low,30
district,3.0,Retiro,Retail especializado,Electronica y telecom,Electronica,14,3,0.21428571428571427,135.0,1.0,1.0,False,low,31
district,3.0,Retiro,Salud y bienestar,Clinicas y consultas,Veterinaria,14,2,0.14285714285714285,135.0,1.0,1.0,False,low,32
district,3.0,Retiro,Educacion,Formacion,Autoescuela,13,0,0.0,135.0,1.0,1.0,False,low,33
district,3.0,Retiro,Alimentacion,Alimentacion fresca,Charcuteria,13,1,0.07692307692307693,135.0,1.0,1.0,False,low,34
district,3.0,Retiro,Retail especializado,Electronica y telecom,Informatica,13,5,0.38461538461538464,135.0,1.0,1.0,False,low,35
district,3.0,Retiro,Alimentacion,Alimentacion fresca,Aves y huevos,12,0,0.0,135.0,1.0,1.0,False,low,36
district,3.0,Retiro,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,12,1,0.08333333333333333,135.0,1.0,1.0,False,low,37
district,3.0,Retiro,Retail especializado,Cultura y ocio,Jugueteria,11,3,0.2727272727272727,135.0,1.0,1.0,False,low,38
district,3.0,Retiro,Hosteleria,Bar y cafeteria,Taberna,11,0,0.0,135.0,1.0,1.0,False,low,39
district,3.0,Retiro,Automocion,Taller y reparacion,Taller automovil,11,0,0.0,135.0,1.0,1.0,False,low,40
district,3.0,Retiro,Automocion,Taller y reparacion,Taller chapa y pintura,11,0,0.0,135.0,1.0,1.0,False,low,41
district,3.0,Retiro,Servicios,Servicios profesionales,Consultoria empresarial,10,0,0.0,135.0,1.0,1.0,False,low,42
district,3.0,Retiro,Automocion,Venta y recambios,Recambios automovil,10,2,0.2,135.0,1.0,1.0,False,low,43
district,3.0,Retiro,Finanzas,Finanzas y seguros,Seguros,10,4,0.4,135.0,1.0,1.0,False,low,44
district,3.0,Retiro,Retail especializado,Cultura y ocio,Libreria,9,2,0.2222222222222222,135.0,1.0,1.0,False,low,45
district,3.0,Retiro,Retail especializado,Hogar y reformas,Material electrico,9,1,0.1111111111111111,135.0,1.0,1.0,False,low,46
district,3.0,Retiro,Servicios,Servicios profesionales,Servicios profesionales,9,3,0.3333333333333333,135.0,1.0,1.0,False,low,47
district,3.0,Retiro,Servicios,Servicios profesionales,Tecnologia y software,9,0,0.0,135.0,1.0,1.0,False,low,48
district,3.0,Retiro,Servicios,Servicios profesionales,Despacho juridico,8,0,0.0,135.0,1.0,1.0,False,low,49
district,3.0,Retiro,Retail especializado,Conveniencia,Tienda multiproducto,8,2,0.25,135.0,1.0,1.0,False,low,50
district,3.0,Retiro,Alimentacion,Especialistas alimentacion,Bodega,7,3,0.42857142857142855,135.0,1.0,1.0,False,low,51
district,3.0,Retiro,Alimentacion,Alimentacion fresca,Carniceria y charcuteria,7,1,0.14285714285714285,135.0,1.0,1.0,False,low,52
district,3.0,Retiro,Alimentacion,Especialistas alimentacion,Congelados,7,1,0.14285714285714285,135.0,1.0,1.0,False,low,53
district,3.0,Retiro,Hosteleria,Restauracion,Comida rapida,6,0,0.0,135.0,1.0,1.0,False,low,54
district,3.0,Retiro,Automocion,Venta y recambios,Motos y reparacion,6,1,0.16666666666666666,135.0,1.0,1.0,False,low,55
district,3.0,Retiro,Finanzas,Finanzas y seguros,Servicios auxiliares seguros,6,3,0.5,132.0,1.0,1.0,False,low,56
district,3.0,Retiro,Retail especializado,Cultura y ocio,Bicicletas,5,2,0.4,135.0,1.0,1.0,False,low,57
district,3.0,Retiro,Alimentacion,Comida preparada,Comida preparada,5,0,0.0,135.0,1.0,1.0,False,low,58
district,3.0,Retiro,Retail especializado,Hogar y decoracion,Menaje del hogar,5,1,0.2,135.0,1.0,1.0,False,low,59
district,3.0,Retiro,Salud y bienestar,Clinicas y consultas,Parasanitario,5,0,0.0,135.0,1.0,1.0,False,low,60
district,3.0,Retiro,Retail especializado,Hogar y reformas,Puertas y ventanas,5,1,0.2,135.0,1.0,1.0,False,low,61
district,3.0,Retiro,Automocion,Venta y recambios,Venta de coches usados,5,0,0.0,135.0,1.0,1.0,False,low,62
district,3.0,Retiro,Automocion,Venta y recambios,Venta de motos,5,0,0.0,135.0,1.0,1.0,False,low,63
district,3.0,Retiro,Finanzas,Finanzas y seguros,Finanzas y seguros,4,1,0.25,135.0,1.0,1.0,False,low,64
district,3.0,Retiro,Retail especializado,Hogar y reformas,Materiales de construccion,4,2,0.5,93.0,1.0,1.0,False,low,65
district,3.0,Retiro,Retail especializado,Hogar y reformas,Bricolaje,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,66
district,3.0,Retiro,Hosteleria,Catering y colectividades,Eventos y banquetes,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,67
district,3.0,Retiro,Educacion,Formacion,Formacion no reglada,3,0,0.0,111.0,1.0,1.0,False,low,68
district,3.0,Retiro,Retail especializado,Moda y complementos,Moda y complementos,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,69
district,3.0,Retiro,Alimentacion,Panaderia y pasteleria,Pasteleria y reposteria,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,70
district,3.0,Retiro,Servicios,Servicios profesionales,Publicidad y marketing,3,1,0.3333333333333333,81.0,1.0,1.0,False,low,71
district,3.0,Retiro,Hosteleria,Bar y cafeteria,Bar especial con actuaciones,2,1,0.5,96.5,1.0,1.0,False,low,72
district,3.0,Retiro,Hosteleria,Bar y cafeteria,Churreria,2,0,0.0,135.0,1.0,1.0,False,low,73
district,3.0,Retiro,Deporte y ocio,Fitness y deporte,Club deportivo,2,1,0.5,40.0,1.0,1.0,False,low,74
district,3.0,Retiro,Hosteleria,Ocio nocturno,Discoteca,2,0,0.0,135.0,1.0,1.0,False,low,75
district,3.0,Retiro,Automocion,Servicios automocion,Gasolinera,2,0,0.0,135.0,1.0,1.0,False,low,76
district,3.0,Retiro,Alimentacion,Supermercado y conveniencia,Gran superficie alimentacion,2,0,0.0,135.0,1.0,1.0,False,low,77
district,3.0,Retiro,Hosteleria,Bar y cafeteria,Heladeria,2,0,0.0,135.0,1.0,1.0,False,low,78
district,3.0,Retiro,Retail especializado,Hogar y decoracion,Iluminacion,2,0,0.0,135.0,1.0,1.0,False,low,79
district,3.0,Retiro,Alimentacion,Especialistas alimentacion,Lacteos y bebidas,2,1,0.5,97.0,1.0,1.0,False,low,80
district,3.0,Retiro,Salud y bienestar,Clinicas y consultas,Optometria,2,0,0.0,135.0,1.0,1.0,False,low,81
district,3.0,Retiro,Salud y bienestar,Clinicas y consultas,Podologia,2,0,0.0,135.0,1.0,1.0,False,low,82
district,3.0,Retiro,Deporte y ocio,Ocio y entretenimiento,Salon recreativo,2,0,0.0,135.0,1.0,1.0,False,low,83
district,3.0,Retiro,Retail especializado,Hogar y reformas,Saneamientos,2,1,0.5,108.0,1.0,1.0,False,low,84
district,3.0,Retiro,Belleza y cuidado personal,Servicios personales,Tattoo y piercing,2,1,0.5,108.0,1.0,1.0,False,low,85
district,3.0,Retiro,Automocion,Taller y reparacion,Accesorios automovil,1,0,0.0,135.0,1.0,1.0,False,low,86
district,3.0,Retiro,Belleza y cuidado personal,Peluqueria y estetica,Bronceado,1,0,0.0,135.0,1.0,1.0,False,low,87
district,3.0,Retiro,Alimentacion,Especialistas alimentacion,Cafe e infusiones,1,1,1.0,111.0,1.0,1.0,False,low,88
district,3.0,Retiro,Hosteleria,Ocio nocturno,Cafe espectaculo,1,0,0.0,135.0,1.0,1.0,False,low,89
district,3.0,Retiro,Alimentacion,Alimentacion fresca,Casqueria,1,0,0.0,135.0,1.0,1.0,False,low,90
district,3.0,Retiro,Educacion,Educacion infantil,Centro de cuidado infantil,1,0,0.0,135.0,1.0,1.0,False,low,91
district,3.0,Retiro,Belleza y cuidado personal,Peluqueria y estetica,Fotodepilacion,1,0,0.0,135.0,1.0,1.0,False,low,92
district,3.0,Retiro,Alimentacion,Especialistas alimentacion,Golosinas,1,1,1.0,124.0,1.0,1.0,False,low,93
district,3.0,Retiro,Hosteleria,Restauracion,Hosteleria especializada,1,0,0.0,135.0,1.0,1.0,False,low,94
district,3.0,Retiro,Deporte y ocio,Fitness y deporte,Instalacion deportiva,1,0,0.0,54.0,1.0,1.0,False,low,95
district,3.0,Retiro,Servicios,Servicios profesionales,Servicios digitales,1,0,0.0,135.0,1.0,1.0,False,low,96
district,3.0,Retiro,Hosteleria,Bar y cafeteria,Bar restaurante,136,4,0.029411764705882353,135.0,1.0,0.9926470588235294,False,low,97
district,3.0,Retiro,Hosteleria,Restauracion,Restaurante,71,4,0.056338028169014086,135.0,1.0,0.9859154929577465,False,low,98
district,3.0,Retiro,Belleza y cuidado personal,Peluqueria y estetica,Peluqueria,156,26,0.16666666666666666,135.0,0.9871794871794872,0.9807692307692308,True,high,99
district,3.0,Retiro,Alimentacion,Supermercado y conveniencia,Tienda de alimentacion,47,7,0.14893617021276595,135.0,0.9787234042553191,0.9787234042553191,False,low,100
district,3.0,Retiro,Hosteleria,Bar y cafeteria,Bar con cocina,79,5,0.06329113924050633,135.0,1.0,0.9746835443037976,False,low,101
district,3.0,Retiro,Retail especializado,Moda y complementos,Joyeria y relojeria,39,5,0.1282051282051282,135.0,1.0,0.9743589743589743,False,low,102
district,3.0,Retiro,Retail especializado,Moda y complementos,Calzado,34,4,0.11764705882352941,135.0,1.0,0.9705882352941176,False,low,103
district,3.0,Retiro,Hosteleria,Bar y cafeteria,Bar sin cocina,34,2,0.058823529411764705,135.0,0.9705882352941176,0.9705882352941176,False,low,104
district,3.0,Retiro,Servicios,Servicios profesionales,Oficina y administracion,29,10,0.3448275862068966,135.0,1.0,0.9655172413793104,False,low,105
district,3.0,Retiro,Servicios,Servicios profesionales,Asesoria y contabilidad,28,7,0.25,135.0,1.0,0.9642857142857143,False,low,106
district,3.0,Retiro,Alimentacion,Panaderia y pasteleria,Panaderia,26,2,0.07692307692307693,135.0,0.9615384615384616,0.9615384615384616,False,low,107
district,3.0,Retiro,Deporte y ocio,Ocio y entretenimiento,Ocio y entretenimiento,24,3,0.125,135.0,1.0,0.9583333333333334,False,low,108
district,3.0,Retiro,Servicios,Servicios personales,Lavanderia y tintoreria,22,5,0.22727272727272727,135.0,1.0,0.9545454545454546,False,low,109
district,3.0,Retiro,Salud y bienestar,Clinicas y consultas,Fisioterapia,21,1,0.047619047619047616,135.0,0.9523809523809523,0.9523809523809523,False,low,110
district,3.0,Retiro,Retail especializado,Cultura y ocio,Papeleria y prensa,21,3,0.14285714285714285,135.0,0.9523809523809523,0.9523809523809523,False,low,111
district,3.0,Retiro,Salud y bienestar,Salud retail,Herbolario,20,3,0.15,135.0,1.0,0.95,False,low,112
district,3.0,Retiro,Retail especializado,Moda y complementos,Moda,108,27,0.25,135.0,0.9907407407407407,0.9444444444444443,True,medium,113
district,3.0,Retiro,Finanzas,Finanzas y seguros,Banco y caja,120,44,0.36666666666666664,135.0,0.9833333333333333,0.9416666666666667,True,medium,114
district,3.0,Retiro,Retail especializado,Hogar y decoracion,Muebles de cocina,17,4,0.23529411764705882,135.0,1.0,0.9411764705882353,False,low,115
district,3.0,Retiro,Salud y bienestar,Clinicas y consultas,Clinica medica,33,5,0.15151515151515152,135.0,1.0,0.9393939393939394,False,low,116
district,3.0,Retiro,Belleza y cuidado personal,Peluqueria y estetica,Centro de estetica,33,8,0.24242424242424243,135.0,0.9696969696969697,0.9393939393939394,False,low,117
district,3.0,Retiro,Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,16,5,0.3125,135.0,1.0,0.9375,False,low,118
district,3.0,Retiro,Alimentacion,Supermercado y conveniencia,Alimentacion envasada,16,2,0.125,135.0,0.9375,0.9375,False,low,119
district,3.0,Retiro,Retail especializado,Otros comercios,Otros comercios,46,15,0.32608695652173914,135.0,1.0,0.9347826086956522,False,low,120
district,3.0,Retiro,Retail especializado,Electronica y telecom,Telefonia,15,5,0.3333333333333333,135.0,1.0,0.9333333333333333,False,low,121
district,3.0,Retiro,Servicios,Servicios profesionales,Inmobiliaria,29,9,0.3103448275862069,135.0,0.9655172413793104,0.9310344827586208,False,low,122
district,3.0,Retiro,Salud y bienestar,Clinicas y consultas,Consulta medica,12,2,0.16666666666666666,135.0,0.9166666666666666,0.9166666666666666,False,low,123
district,3.0,Retiro,Belleza y cuidado personal,Peluqueria y estetica,Instituto de belleza,11,1,0.09090909090909091,135.0,1.0,0.9090909090909091,False,low,124
district,3.0,Retiro,Retail especializado,Hogar y decoracion,Colchoneria,9,2,0.2222222222222222,135.0,1.0,0.8888888888888888,False,low,125
district,3.0,Retiro,Alojamiento,Alojamiento turistico,Hotel,9,3,0.3333333333333333,135.0,0.8888888888888888,0.8888888888888888,False,low,126
district,3.0,Retiro,Servicios,Servicios profesionales,Fotografia,7,2,0.2857142857142857,135.0,1.0,0.8571428571428572,False,low,127
district,3.0,Retiro,Servicios,Servicios profesionales,Telecomunicaciones,7,1,0.14285714285714285,135.0,0.8571428571428572,0.8571428571428572,False,low,128
district,3.0,Retiro,Retail especializado,Hogar y decoracion,Hogar y menaje,12,4,0.3333333333333333,135.0,0.8333333333333333,0.8333333333333333,False,low,129
district,3.0,Retiro,Servicios,Servicios al consumidor,Locutorio,16,9,0.5625,75.5,0.875,0.75,False,low,130
district,3.0,Retiro,Retail especializado,Electronica y telecom,Electrodomesticos,4,1,0.25,135.0,0.75,0.75,False,low,131
district,3.0,Retiro,Retail especializado,Electronica y telecom,Electronica y telecom,11,7,0.6363636363636364,108.0,1.0,0.7272727272727272,False,low,132
district,4.0,Salamanca,Salud y bienestar,Salud retail,Farmacia,112,2,0.017857142857142856,135.0,1.0,1.0,False,low,1
district,4.0,Salamanca,Retail especializado,Hogar y decoracion,Textil hogar,68,12,0.17647058823529413,135.0,1.0,1.0,False,low,2
district,4.0,Salamanca,Alimentacion,Supermercado y conveniencia,Tienda de alimentacion,57,7,0.12280701754385964,135.0,1.0,1.0,False,low,3
district,4.0,Salamanca,Automocion,Taller y reparacion,Taller chapa y pintura,44,2,0.045454545454545456,135.0,1.0,1.0,False,low,4
district,4.0,Salamanca,Retail especializado,Conveniencia,Bazar y precio unico,41,3,0.07317073170731707,135.0,1.0,1.0,False,low,5
district,4.0,Salamanca,Servicios,Servicios personales,Reparacion especializada,41,0,0.0,135.0,1.0,1.0,False,low,6
district,4.0,Salamanca,Retail especializado,Cultura y ocio,Libreria,38,6,0.15789473684210525,135.0,1.0,1.0,False,low,7
district,4.0,Salamanca,Salud y bienestar,Salud retail,Herbolario,33,7,0.21212121212121213,135.0,1.0,1.0,False,low,8
district,4.0,Salamanca,Retail especializado,Hogar y regalos,Floristeria,32,5,0.15625,135.0,1.0,1.0,False,low,9
district,4.0,Salamanca,Servicios,Servicios personales,Arreglo de ropa,31,2,0.06451612903225806,135.0,1.0,1.0,False,low,10
district,4.0,Salamanca,Alimentacion,Alimentacion fresca,Carniceria,29,0,0.0,135.0,1.0,1.0,False,low,11
district,4.0,Salamanca,Automocion,Taller y reparacion,Taller mecanica,29,1,0.034482758620689655,135.0,1.0,1.0,False,low,12
district,4.0,Salamanca,Servicios,Servicios profesionales,Arquitectura e ingenieria,28,5,0.17857142857142858,135.0,1.0,1.0,False,low,13
district,4.0,Salamanca,Salud y bienestar,Clinicas y consultas,Clinica dental,26,2,0.07692307692307693,135.0,1.0,1.0,False,low,14
district,4.0,Salamanca,Retail especializado,Cultura y ocio,Jugueteria,26,5,0.19230769230769232,135.0,1.0,1.0,False,low,15
district,4.0,Salamanca,Servicios,Servicios personales,Reparacion de calzado,26,1,0.038461538461538464,135.0,1.0,1.0,False,low,16
district,4.0,Salamanca,Automocion,Venta y recambios,Venta de coches nuevos,25,2,0.08,135.0,1.0,1.0,False,low,17
district,4.0,Salamanca,Educacion,Formacion,Educacion y formacion,24,2,0.08333333333333333,135.0,1.0,1.0,False,low,18
district,4.0,Salamanca,Alimentacion,Alimentacion fresca,Aves y huevos,19,2,0.10526315789473684,135.0,1.0,1.0,False,low,19
district,4.0,Salamanca,Alimentacion,Alimentacion fresca,Carniceria y charcuteria,19,1,0.05263157894736842,135.0,1.0,1.0,False,low,20
district,4.0,Salamanca,Educacion,Formacion,Autoescuela,16,2,0.125,135.0,1.0,1.0,False,low,21
district,4.0,Salamanca,Alimentacion,Alimentacion fresca,Charcuteria,16,0,0.0,135.0,1.0,1.0,False,low,22
district,4.0,Salamanca,Alimentacion,Especialistas alimentacion,Frutos secos y encurtidos,16,1,0.0625,135.0,1.0,1.0,False,low,23
district,4.0,Salamanca,Automocion,Taller y reparacion,Taller automovil,15,1,0.06666666666666667,135.0,1.0,1.0,False,low,24
district,4.0,Salamanca,Retail especializado,Hogar y decoracion,Hogar y menaje,14,0,0.0,135.0,1.0,1.0,False,low,25
district,4.0,Salamanca,Salud y bienestar,Clinicas y consultas,Veterinaria,14,5,0.35714285714285715,135.0,1.0,1.0,False,low,26
district,4.0,Salamanca,Retail especializado,Hogar y reformas,Materiales de construccion,13,2,0.15384615384615385,135.0,1.0,1.0,False,low,27
district,4.0,Salamanca,Servicios,Servicios profesionales,Fotografia,12,3,0.25,135.0,1.0,1.0,False,low,28
district,4.0,Salamanca,Retail especializado,Hogar y reformas,Material electrico,12,2,0.16666666666666666,135.0,1.0,1.0,False,low,29
district,4.0,Salamanca,Deporte y ocio,Fitness y deporte,Club deportivo,11,1,0.09090909090909091,135.0,1.0,1.0,False,low,30
district,4.0,Salamanca,Servicios,Servicios profesionales,Consultoria empresarial,11,0,0.0,135.0,1.0,1.0,False,low,31
district,4.0,Salamanca,Hosteleria,Ocio nocturno,Discoteca,11,1,0.09090909090909091,135.0,1.0,1.0,False,low,32
district,4.0,Salamanca,Retail especializado,Electronica y telecom,Electronica y telecom,11,2,0.18181818181818182,135.0,1.0,1.0,False,low,33
district,4.0,Salamanca,Servicios,Servicios profesionales,Publicidad y marketing,11,3,0.2727272727272727,135.0,1.0,1.0,False,low,34
